vehicle_id,cust_id,driver_id,trip_id,trip_date,start_point,end_point,miles,trip_status,promotion_id
VH00003,1465955,DR00003,64613732946,9/14/2024,Florida,North Carolina,25.4,Completed,RVKMRG
VH00006,3829673,DR00006,31496737672,9/10/2024,California,Virginia,18.56,Completed,LKHISD
VH00016,2172994,DR00016,99566759819,9/15/2024,New York,Florida,20.8,Completed,LKHISD
VH00007,8972387,DR00007,77854478343,9/21/2024,Wisconsin,California,15.72,Completed,NEWUSR
VH00019,2673327,DR00019,19713163461,9/28/2024,Virginia,Connecticut,26.7,Completed,LKHISD
VH00018,5162388,DR00018,89575147746,9/17/2024,West Virginia,Ohio,31.29,Completed,RVKMRG
VH00008,3178691,DR00008,53675175861,9/20/2024,Texas,New York,16.15,Completed,PRMKMR
VH00006,3757942,DR00006,34963584728,9/14/2024,Louisiana,Virginia,32.22,Completed,N/A
VH00017,7295152,DR00017,91183338116,9/25/2024,Illinois,Illinois,27.79,Completed,LKHISD
VH00016,4536171,DR00016,91455361244,9/9/2024,California,Missouri,18.99,Completed,PRMKMR
VH00018,1467126,DR00018,27195484957,9/9/2024,Wisconsin,Colorado,23.51,Completed,N/A
VH00016,4832376,DR00016,71265126386,9/11/2024,New York,District of Columbia,21.68,Completed,RVKMRG
VH00008,8325634,DR00008,38157485968,9/8/2024,Delaware,New York,31.23,Completed,RVKMRG
VH00009,6924683,DR00009,71913874524,9/6/2024,Kansas,Texas,19.06,Completed,NEWUSR
VH00017,9494627,DR00017,93195725252,9/22/2024,Florida,Virginia,33.06,Completed,LKHISD
VH00019,7969634,DR00019,98983698536,9/15/2024,Texas,South Carolina,29.34,Completed,N/A
VH00007,3168332,DR00007,84527341489,9/1/2024,District of Columbia,Michigan,36.87,Completed,MKSMPK
VH00008,7785899,DR00008,33831488253,9/2/2024,Missouri,Minnesota,36.74,Completed,PRKMNU
VH00004,6536627,DR00004,75299184567,9/17/2024,Pennsylvania,Maryland,38.84,Completed,MKSMPK
VH00006,2188853,DR00006,61285586358,9/23/2024,Texas,Louisiana,24.17,Completed,LKHISD
VH00009,5533449,DR00009,53653835876,9/18/2024,Pennsylvania,Texas,32.43,Completed,LKHISD
VH00011,2866427,DR00011,85683542561,9/17/2024,Alabama,New Jersey,31.74,Completed,LKHISD
VH00020,3674724,DR00020,52592975625,9/1/2024,New York,Kentucky,37.77,Trip Failed,N/A
VH00006,9321446,DR00006,44652434159,9/8/2024,Ohio,Virginia,16.23,Completed,PRKMNU
VH00012,1493612,DR00012,78466321634,9/14/2024,Michigan,New York,27.06,Completed,N/A
VH00001,4847897,DR00001,59984296695,9/1/2024,Colorado,Alabama,26.77,Completed,RVKMRG
VH00007,2262145,DR00007,36589944918,9/25/2024,Texas,Pennsylvania,21.89,Trip Failed,PRMKMR
VH00015,3818175,DR00015,67484629935,9/6/2024,Pennsylvania,Texas,26.1,Completed,LKHISD
VH00006,1279527,DR00006,52542631533,9/14/2024,Florida,South Carolina,28.75,Completed,MKSMPK
VH00017,1339718,DR00017,73342367786,9/29/2024,Wisconsin,South Carolina,38.46,Trip Failed,RVKMRG
VH00002,3235776,DR00002,53763543686,9/21/2024,Idaho,Missouri,16.98,Completed,PRKMNU
VH00020,6574113,DR00020,66734561727,9/14/2024,Texas,Colorado,31.69,Completed,PRMKMR
VH00015,8116112,DR00015,88558481893,9/22/2024,California,California,38.72,Completed,N/A
VH00016,7788921,DR00016,28631311818,9/17/2024,New York,Texas,14.32,Completed,RVKMRG
VH00011,2775329,DR00011,36464326121,9/11/2024,Ohio,Washington,16.53,Completed,N/A
VH00010,4784894,DR00010,98343646475,9/4/2024,Oklahoma,Hawaii,27.34,Completed,MKSMPK
VH00015,7655362,DR00015,79457286233,9/12/2024,Georgia,Indiana,27.22,Completed,PRMKMR
VH00012,9265962,DR00012,52849534518,9/8/2024,Nevada,Ohio,16.1,Completed,N/A
VH00019,4435747,DR00019,67979354672,9/8/2024,New Jersey,Oregon,14.16,Completed,N/A
VH00012,3732512,DR00012,54553517721,9/23/2024,California,Utah,23.05,Completed,RVKMRG
VH00001,9168343,DR00001,63574951185,9/27/2024,Nebraska,Ohio,17.6,Completed,MNUKMR
VH00006,6953267,DR00006,11186436841,9/22/2024,South Carolina,Texas,24.87,Completed,RVKMRG
VH00015,7333526,DR00015,65337944163,9/18/2024,Colorado,Washington,24.71,Completed,RVKMRG
VH00001,4883327,DR00001,36844987797,9/7/2024,Virginia,Tennessee,28.59,Completed,N/A
VH00019,5467832,DR00019,55292129322,9/14/2024,North Carolina,California,20.24,Completed,MNUKMR
VH00001,5633942,DR00001,16652672424,9/13/2024,California,Alabama,32.33,Completed,NEWUSR
VH00005,5139363,DR00005,43574368426,9/1/2024,Florida,Florida,18.98,Trip Failed,RVKMRG
VH00005,1698117,DR00005,21884546478,9/2/2024,Ohio,Kentucky,34.09,Completed,RVKMRG
VH00006,8896311,DR00006,32273678322,9/29/2024,Montana,Nevada,16.69,Completed,MNUKMR
VH00011,7331873,DR00011,31614585192,9/8/2024,Minnesota,New York,12.24,Completed,RVKMRG
VH00006,1629263,DR00006,24255312829,9/19/2024,Colorado,Michigan,24.82,Completed,RVKMRG
VH00010,4146861,DR00010,38229246468,9/11/2024,Ohio,Hawaii,24.95,Completed,MNUKMR
VH00011,9232284,DR00011,38261688843,9/2/2024,Indiana,New Jersey,14.35,Completed,NEWUSR
VH00003,3689127,DR00003,12121288857,9/5/2024,Texas,Florida,13.54,Completed,NEWUSR
VH00012,3591548,DR00012,55356164178,9/17/2024,New York,Oklahoma,10.39,Completed,MKSMPK
VH00016,1215816,DR00016,34777424725,9/2/2024,Wisconsin,Ohio,33.71,Trip Failed,RVKMRG
VH00015,6852943,DR00015,92318558579,9/3/2024,Washington,Oklahoma,36.07,Completed,MKSMPK
VH00014,8664375,DR00014,68535173676,9/21/2024,Illinois,Texas,21.22,Trip Failed,RVKMRG
VH00020,7991826,DR00020,48193486379,9/26/2024,New York,Tennessee,19.21,Completed,N/A
VH00007,2521123,DR00007,78721378656,9/11/2024,Texas,New Hampshire,12.33,Completed,N/A
VH00006,7328166,DR00006,55721721754,9/13/2024,Massachusetts,Alabama,39.89,Completed,NEWUSR
VH00012,9581347,DR00012,49983989311,9/8/2024,California,Kentucky,26.81,Completed,N/A
VH00018,9147994,DR00018,25451864165,9/26/2024,Texas,Texas,23.71,Completed,RVKMRG
VH00015,6817334,DR00015,19785337837,9/4/2024,Alabama,Virginia,18.31,Completed,PRKMNU
VH00006,2312537,DR00006,31688839123,9/15/2024,Kansas,Washington,36.41,Completed,N/A
VH00019,1368271,DR00019,73547858826,9/8/2024,California,New York,27.64,Completed,LKHISD
VH00005,6192254,DR00005,62768651799,9/9/2024,Texas,Pennsylvania,37.44,Completed,MKSMPK
VH00014,6123274,DR00014,39262317774,9/1/2024,Illinois,New Mexico,29.28,Completed,PRMKMR
VH00015,2697856,DR00015,67424411852,9/14/2024,Nebraska,Illinois,25.87,Completed,MKSMPK
VH00002,8372187,DR00002,81993388868,9/13/2024,Oklahoma,Washington,22.49,Completed,MNUKMR
VH00020,8354828,DR00020,39678369875,9/22/2024,New York,Illinois,35.5,Completed,PRKMNU
VH00010,7925595,DR00010,49818721217,9/29/2024,Arizona,South Carolina,13.7,Completed,PRMKMR
VH00014,1862494,DR00014,11117316595,9/16/2024,Delaware,Oregon,12.1,Completed,RVKMRG
VH00008,7573772,DR00008,65594851494,9/12/2024,Illinois,Pennsylvania,11.65,Completed,MKSMPK
VH00005,6361338,DR00005,86519276372,9/13/2024,Washington,Tennessee,24.49,Completed,PRMKMR
VH00009,6986124,DR00009,78678934222,9/15/2024,Texas,Arizona,23.51,Completed,N/A
VH00003,7798713,DR00003,49975397318,9/26/2024,Minnesota,Florida,11.79,Completed,LKHISD
VH00006,2441598,DR00006,39665717414,9/28/2024,Minnesota,Oklahoma,35.94,Completed,MKSMPK
VH00014,9651883,DR00014,81341357842,9/6/2024,Florida,Alabama,39.96,Completed,PRMKMR
VH00016,1831745,DR00016,93275237485,9/8/2024,District of Columbia,California,26.48,Completed,MKSMPK
VH00010,6118842,DR00010,79114737892,9/14/2024,Florida,Ohio,25.54,Trip Failed,MKSMPK
VH00001,5829551,DR00001,41248477258,9/14/2024,New York,California,25.17,Completed,NEWUSR
VH00012,5636657,DR00012,74543225737,9/20/2024,Arizona,Texas,36.62,Completed,NEWUSR
VH00007,4683255,DR00007,21542227727,9/17/2024,Virginia,Michigan,13.51,Completed,MNUKMR
VH00002,7959338,DR00002,52195524933,9/18/2024,District of Columbia,Virginia,15.13,Completed,PRMKMR
VH00017,6394388,DR00017,15391863113,9/24/2024,California,Arizona,16.86,Completed,MNUKMR
VH00016,7552195,DR00016,65778568918,9/24/2024,Pennsylvania,Georgia,27.03,Completed,NEWUSR
VH00009,6318159,DR00009,96394123458,9/1/2024,Tennessee,California,25.87,Completed,PRKMNU
VH00010,6916141,DR00010,21458667143,9/14/2024,Oklahoma,California,23.74,Completed,N/A
VH00001,9534478,DR00001,33974168274,9/28/2024,Missouri,Ohio,38.09,Completed,PRMKMR
VH00016,1248823,DR00016,98536696345,9/16/2024,North Carolina,North Carolina,38.77,Completed,PRMKMR
VH00001,2773932,DR00001,37746814121,9/7/2024,Florida,New Mexico,16.44,Completed,PRMKMR
VH00015,5689657,DR00015,64143498435,9/13/2024,Alaska,Michigan,29.73,Completed,MNUKMR
VH00016,9957461,DR00016,27259768178,9/1/2024,California,District of Columbia,25.55,Completed,LKHISD
VH00008,7452866,DR00008,51329473716,9/19/2024,Minnesota,Florida,36.16,Completed,RVKMRG
VH00004,8732374,DR00004,27643477168,9/14/2024,California,Alaska,11.09,Completed,NEWUSR
VH00002,6714755,DR00002,18766111864,9/11/2024,Florida,Florida,13.99,Completed,RVKMRG
VH00006,3546379,DR00006,76462241518,9/28/2024,Virginia,California,13.71,Trip Failed,MNUKMR
VH00010,8257614,DR00010,71116377816,9/23/2024,Pennsylvania,Oklahoma,29.42,Completed,N/A
VH00006,7215672,DR00006,33967379848,9/1/2024,California,Maryland,37.11,Completed,PRKMNU
VH00016,8235944,DR00016,91581573449,9/22/2024,California,New Jersey,13,Completed,MNUKMR
VH00013,8322854,DR00013,42211599431,9/17/2024,Arkansas,Oklahoma,18.12,Completed,MNUKMR
VH00003,1948136,DR00003,68273635124,9/3/2024,California,Illinois,20.24,Completed,MKSMPK
VH00018,9264915,DR00018,51646316563,9/22/2024,District of Columbia,Texas,37.08,Completed,RVKMRG
VH00005,1431837,DR00005,21522173142,9/15/2024,Nebraska,Washington,29.66,Completed,MKSMPK
VH00004,4778363,DR00004,49674424395,9/20/2024,Georgia,Washington,31.27,Completed,RVKMRG
VH00010,8587611,DR00010,39912696559,9/11/2024,Florida,Indiana,17.91,Completed,N/A
VH00010,4125266,DR00010,88648258815,9/3/2024,Texas,Texas,24.69,Completed,N/A
VH00008,1728542,DR00008,84113138124,9/24/2024,Arizona,New York,29.1,Completed,NEWUSR
VH00018,7559686,DR00018,94813552927,9/9/2024,Kansas,Pennsylvania,16.31,Completed,NEWUSR
VH00003,8491571,DR00003,12932332583,9/11/2024,Utah,California,19.18,Completed,PRKMNU
VH00009,4119341,DR00009,28571568423,9/4/2024,New York,Pennsylvania,28.38,Completed,PRKMNU
VH00017,6162717,DR00017,64412967796,9/22/2024,Texas,Oklahoma,15.79,Trip Failed,PRMKMR
VH00017,6516225,DR00017,56821229319,9/10/2024,Florida,Tennessee,35.47,Completed,LKHISD
VH00005,2271727,DR00005,14332442561,9/15/2024,New Mexico,Pennsylvania,13.27,Trip Failed,MNUKMR
VH00010,4561211,DR00010,89528345655,9/26/2024,New York,Indiana,33.68,Completed,NEWUSR
VH00013,2521646,DR00013,72179413941,9/25/2024,Missouri,Texas,27.71,Completed,RVKMRG
VH00007,9852178,DR00007,12256569565,9/20/2024,Georgia,Kansas,36.87,Completed,MKSMPK
VH00019,5915692,DR00019,55557819368,9/18/2024,California,Texas,36.61,Completed,PRMKMR
VH00018,1556617,DR00018,65345357984,9/8/2024,Pennsylvania,New Jersey,18.6,Completed,PRKMNU
VH00004,9215248,DR00004,72929332629,9/27/2024,Georgia,Florida,16.39,Completed,LKHISD
VH00007,1732375,DR00007,97987141122,9/16/2024,District of Columbia,Kansas,13.13,Completed,NEWUSR
VH00012,7938629,DR00012,94599539527,9/8/2024,Tennessee,California,15.05,Trip Failed,MNUKMR
VH00008,2324365,DR00008,88277264229,9/5/2024,Alabama,West Virginia,15.42,Completed,NEWUSR
VH00019,7619677,DR00019,22463539619,9/14/2024,Missouri,California,36.87,Completed,NEWUSR
VH00006,1369978,DR00006,19661477183,9/12/2024,Arizona,West Virginia,17.48,Completed,PRKMNU
VH00002,4768923,DR00002,62783297772,9/7/2024,Louisiana,Tennessee,39.16,Completed,PRKMNU
VH00016,2634236,DR00016,75849797185,9/7/2024,Georgia,Michigan,39.79,Completed,MKSMPK
VH00014,7592199,DR00014,44395223945,9/16/2024,Washington,Florida,10.24,Trip Failed,N/A
VH00016,1984518,DR00016,83126363483,9/19/2024,Texas,Texas,39.34,Completed,MNUKMR
VH00012,1397394,DR00012,78386841578,9/14/2024,Florida,California,16.74,Completed,LKHISD
VH00018,6339695,DR00018,28774522478,9/26/2024,Mississippi,Texas,13.18,Completed,PRKMNU
VH00006,8248948,DR00006,17937428166,9/24/2024,West Virginia,Ohio,31.91,Completed,NEWUSR
VH00013,4338561,DR00013,34138313662,9/29/2024,Colorado,Illinois,29.47,Completed,PRKMNU
VH00014,4193959,DR00014,65918859923,9/4/2024,Texas,Texas,36.91,Completed,NEWUSR
VH00003,6326449,DR00003,99381221397,9/26/2024,Minnesota,California,17.08,Trip Failed,MNUKMR
VH00017,2489761,DR00017,66444558755,9/22/2024,California,New Mexico,35.76,Completed,PRMKMR
VH00017,3511819,DR00017,39137328779,9/6/2024,Alabama,Colorado,37.46,Completed,RVKMRG
VH00010,7714528,DR00010,94583913285,9/6/2024,Florida,California,36.39,Completed,LKHISD
VH00005,8932138,DR00005,71619951165,9/19/2024,Tennessee,Kansas,27.61,Completed,N/A
VH00005,1553813,DR00005,66876737532,9/1/2024,Ohio,Texas,29.05,Completed,MKSMPK
VH00007,8259138,DR00007,48328352399,9/29/2024,Texas,Indiana,21.79,Completed,RVKMRG
VH00016,6627218,DR00016,44248991615,9/15/2024,California,California,29.29,Completed,PRMKMR
VH00020,9778793,DR00020,27915918698,9/23/2024,Florida,California,19.9,Completed,PRMKMR
VH00013,8483987,DR00013,27475111343,9/2/2024,North Dakota,California,19.03,Completed,NEWUSR
VH00008,3991538,DR00008,74577427216,9/8/2024,Florida,Nevada,17.5,Completed,N/A
VH00010,8138792,DR00010,89388132795,9/25/2024,Ohio,Illinois,32.64,Completed,PRMKMR
VH00006,6993546,DR00006,73785431763,9/12/2024,New York,Ohio,13.31,Completed,RVKMRG
VH00003,2763662,DR00003,48738125236,9/9/2024,Illinois,Texas,32.97,Completed,NEWUSR
VH00001,9259383,DR00001,74357257247,9/3/2024,Rhode Island,Nevada,12.2,Completed,LKHISD
VH00010,9338847,DR00010,33459618745,9/27/2024,Illinois,California,37.94,Completed,LKHISD
VH00013,6974794,DR00013,61728364463,9/1/2024,Massachusetts,Iowa,35.51,Completed,RVKMRG
VH00002,4225212,DR00002,97245397419,9/11/2024,Kentucky,Nevada,21.7,Completed,N/A
VH00004,7619859,DR00004,62134964739,9/25/2024,Oregon,Louisiana,27.82,Completed,MNUKMR
VH00005,2347646,DR00005,63652585627,9/17/2024,Maryland,Michigan,20.51,Completed,MKSMPK
VH00002,8226812,DR00002,39136341478,9/21/2024,Wisconsin,Arizona,38.03,Trip Failed,RVKMRG
VH00009,7431395,DR00009,98139836749,9/28/2024,Colorado,New Mexico,11.55,Completed,MNUKMR
VH00014,6577614,DR00014,72856658477,9/3/2024,Virginia,Arizona,26.87,Completed,PRKMNU
VH00008,7141815,DR00008,33129337976,9/11/2024,Virginia,Georgia,39.01,Completed,NEWUSR
VH00010,1956913,DR00010,27444399285,9/18/2024,Kentucky,Arizona,17.2,Completed,N/A
VH00001,8184286,DR00001,19277464725,9/3/2024,District of Columbia,California,30.56,Completed,PRKMNU
VH00020,5582367,DR00020,13237687678,9/15/2024,Nebraska,New York,36.64,Completed,RVKMRG
VH00007,3723818,DR00007,31496849263,9/26/2024,Alabama,Indiana,15.17,Completed,MKSMPK
VH00013,6317366,DR00013,59781126663,9/29/2024,Missouri,Texas,16.77,Completed,MKSMPK
VH00003,6436277,DR00003,37759818828,9/17/2024,Indiana,Texas,21.27,Completed,N/A
VH00018,8722522,DR00018,56373573115,9/13/2024,Florida,Alabama,28.56,Completed,MNUKMR
VH00015,4921774,DR00015,13636277727,9/21/2024,Minnesota,Texas,17.71,Completed,N/A
VH00020,7299419,DR00020,28633149628,9/25/2024,Florida,Tennessee,19.82,Completed,MKSMPK
VH00007,9928953,DR00007,82478718566,9/22/2024,Tennessee,District of Columbia,11.16,Completed,PRKMNU
